Attention Check,Vehicle Imagined,AV Experience,Primary Mode,ADAS Usage,Tech Confidence,Driving Experience,Continent,Gender,Age,Display,Answer Value,Video ID,Ethnicity,Country,Student,Employment,Driver Trust,Time To Event,Light Conditions,Weather,Scene,Road Type,Ego Fault,Point of Impact,Ego Avoidability,Ego Maneuver,Ego Speeding,Ego Violation,Other Maneuver,Other Speeding,Other Body Style,Other Violation,VRU Involvement,Impact Severity
Pass,HDV,No,Public Transport,Low,High,<5,Europe,Other,25-45,HDV,0.0,F_JrWTWnGV3vSs57l,Mixed,Portugal,Yes,Unemployed,High,2.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,HDV,No,Public Transport,Low,Medium,<5,Africa,Female,<25,HDV,0.0,F_JrWTWnGV3vSs57l,Black,South Africa,Yes,Full-Time,Low,2.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,AV,No,Car,Medium,Medium,5-10,Africa,Female,25-45,AV,0.0,F_JrWTWnGV3vSs57l,Black,South Africa,Yes,Unknown,Low,2.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,HDV,No,Car,Medium,Medium,>10,North America,Female,25-45,HDV,0.0,F_ubrIsiyOZ2eNOzs,Asian,United States,Unknown,Unknown,Medium,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,AV,No,Car,Medium,Medium,>10,North America,Female,25-45,AV,0.0,F_ubrIsiyOZ2eNOzs,White,United States,Yes,Unknown,Low,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,AV,No,Car,High,High,<5,Africa,Female,<25,AV,0.0,F_ubrIsiyOZ2eNOzs,Black,South Africa,Yes,Part-Time,Medium,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,HDV,No,Car,High,High,>10,North America,Male,25-45,HDV,1.0,F_ubrIsiyOZ2eNOzs,Asian,Mexico,Yes,Full-Time,Medium,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,HDV,No,Car,Medium,High,5-10,Europe,Male,25-45,HDV,0.0,F_ubrIsiyOZ2eNOzs,Black,United Kingdom,No,Full-Time,Medium,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,AV,No,Car,Low,High,<5,Africa,Male,<25,AV,0.0,F_ubrIsiyOZ2eNOzs,Black,South Africa,No,Full-Time,Low,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,AV,No,Public Transport,Low,Medium,<5,Europe,Female,25-45,AV,0.0,F_ubrIsiyOZ2eNOzs,Black,United Kingdom,Yes,Part-Time,Low,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,AV,No,Car,Medium,High,5-10,Africa,Male,25-45,AV,0.0,F_ubrIsiyOZ2eNOzs,Black,South Africa,No,Full-Time,Medium,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,HDV,No,Public Transport,Low,High,<5,Europe,Male,25-45,HDV,0.0,F_uHRZsM9DbwjQ7eK,White,Portugal,No,Full-Time,High,0.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,AV,No,Bicycle/on foot,Low,Medium,<5,Europe,Female,25-45,AV,0.0,F_uHRZsM9DbwjQ7eK,White,Estonia,Unknown,Unknown,Medium,0.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,HDV,No,Public Transport,Medium,High,5-10,Africa,Male,25-45,HDV,1.0,F_uHRZsM9DbwjQ7eK,Black,South Africa,Unknown,Unknown,High,0.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,HDV,No,Car,Medium,Medium,<5,Africa,Female,<25,HDV,1.0,F_uHRZsM9DbwjQ7eK,Black,South Africa,Yes,Part-Time,Medium,0.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,AV,No,Car,High,High,5-10,Africa,Female,25-45,AV,1.0,F_uHRZsM9DbwjQ7eK,Black,South Africa,Yes,Full-Time,Low,0.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,AV,No,Car,Medium,High,>10,Africa,Male,>65,AV,1.0,F_uHRZsM9DbwjQ7eK,Unknown,South Africa,No,Unemployed,Low,0.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,HDV,Yes,Public Transport,Low,High,5-10,Africa,Male,<25,HDV,0.0,F_uHRZsM9DbwjQ7eK,Black,South Africa,No,Full-Time,Medium,0.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,SUV,No,No,Minor
Pass,AV,No,Car,Medium,High,>10,Europe,Male,25-45,AV,0.0,F_01o4vyQ18rHwZT4,White,United Kingdom,Unknown,Unknown,Medium,1.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,High,>10,North America,Male,25-45,HDV,0.0,F_01o4vyQ18rHwZT4,White,United States,No,Full-Time,High,1.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,AV,No,Public Transport,Low,Medium,<5,Europe,Male,<25,AV,0.0,F_01o4vyQ18rHwZT4,White,United Kingdom,Yes,Unemployed,High,1.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,High,5-10,Africa,Female,25-45,HDV,1.0,F_01o4vyQ18rHwZT4,Black,South Africa,No,Full-Time,Low,1.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Low,Medium,>10,Europe,Male,>65,HDV,0.0,F_01o4vyQ18rHwZT4,White,United Kingdom,No,Unemployed,Medium,1.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,AV,No,Car,High,High,<5,Africa,Female,<25,AV,1.0,F_01o4vyQ18rHwZT4,Mixed,South Africa,No,Full-Time,Medium,1.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,AV,No,Car,Medium,Medium,<5,Africa,Male,<25,AV,0.0,F_01o4vyQ18rHwZT4,Black,South Africa,No,Full-Time,Low,1.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,AV,No,Car,Medium,High,5-10,Africa,Female,25-45,AV,1.0,F_01o4vyQ18rHwZT4,Black,South Africa,Yes,Full-Time,Medium,1.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Low,Medium,5-10,Africa,Male,25-45,HDV,0.0,F_01o4vyQ18rHwZT4,Black,Kenya,Yes,Full-Time,Medium,1.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,High,>10,Europe,Female,45-65,HDV,0.0,F_1TAc4xMrD4W3KtH,White,United Kingdom,No,Full-Time,Medium,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,High,>10,Africa,Male,>65,HDV,0.0,F_1TAc4xMrD4W3KtH,Unknown,South Africa,No,Full-Time,Medium,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,AV,No,Car,Low,High,5-10,Africa,Other,25-45,AV,1.0,F_1TAc4xMrD4W3KtH,Black,South Africa,No,Full-Time,Low,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Low,Medium,<5,Europe,Male,<25,HDV,0.0,F_1TAc4xMrD4W3KtH,White,Italy,Unknown,Unknown,Medium,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Public Transport,Low,Medium,<5,Africa,Female,<25,HDV,0.0,F_1TAc4xMrD4W3KtH,Black,South Africa,Yes,Unknown,Medium,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,AV,No,Car,Medium,Medium,>10,Africa,Male,25-45,AV,0.0,F_1TAc4xMrD4W3KtH,White,South Africa,Yes,Part-Time,Medium,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,Yes,Public Transport,Medium,High,>10,Africa,Female,25-45,HDV,1.0,F_1TAc4xMrD4W3KtH,Black,South Africa,Yes,Full-Time,Medium,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,High,<5,Africa,Female,25-45,HDV,1.0,F_1TAc4xMrD4W3KtH,Black,South Africa,Yes,Full-Time,Low,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,AV,No,Car,Medium,Medium,<5,Africa,Male,<25,AV,0.0,F_1TAc4xMrD4W3KtH,Black,South Africa,Yes,Part-Time,Medium,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,AV,Yes,Car,High,High,>10,Africa,Male,45-65,AV,0.0,F_1TAc4xMrD4W3KtH,Black,South Africa,Yes,Full-Time,Medium,1.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,AV,No,Car,Low,High,<5,Europe,Male,<25,AV,0.0,F_5CZg5AWN83Qw3ol,White,Portugal,Yes,Unknown,High,2.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Public Transport,Low,High,<5,Europe,Male,<25,HDV,0.0,F_5CZg5AWN83Qw3ol,White,Poland,No,Full-Time,Medium,2.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Public Transport,Medium,Medium,<5,Africa,Female,<25,HDV,0.0,F_5CZg5AWN83Qw3ol,Black,South Africa,Yes,Unknown,High,2.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,AV,No,Car,Medium,Medium,5-10,Africa,Female,25-45,AV,0.0,F_5CZg5AWN83Qw3ol,Black,South Africa,Yes,Unknown,Low,2.0,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Public Transport,Low,Medium,<5,Europe,Male,>65,HDV,0.0,F_JIgnMeatmhTx2Cx,White,United Kingdom,No,Unemployed,High,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Low,High,>10,Europe,Male,25-45,HDV,0.0,F_JIgnMeatmhTx2Cx,White,Italy,No,Full-Time,Medium,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,AV,No,Car,High,High,<5,Africa,Female,<25,AV,0.0,F_JIgnMeatmhTx2Cx,Black,South Africa,Yes,Part-Time,Medium,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Bicycle/on foot,Low,Medium,5-10,Europe,Female,45-65,HDV,0.0,F_JIgnMeatmhTx2Cx,White,Italy,Unknown,Unknown,Medium,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,AV,No,Car,Low,High,5-10,Europe,Male,25-45,AV,0.0,F_JIgnMeatmhTx2Cx,White,Italy,Unknown,Unknown,High,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,Yes,Public Transport,Medium,High,<5,Africa,Male,25-45,HDV,0.0,F_JIgnMeatmhTx2Cx,Black,South Africa,Yes,Part-Time,Medium,2.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,Yes,Car,Low,High,<5,Europe,Male,<25,HDV,1.0,F_mq9nEYlv6PO449g,White,Poland,Yes,Full-Time,Low,0.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,Yes,Car,Medium,High,<5,Africa,Female,<25,HDV,0.0,F_mq9nEYlv6PO449g,Black,South Africa,Unknown,Unknown,Medium,0.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,AV,Yes,Car,Medium,High,>10,Africa,Male,25-45,AV,0.0,F_mq9nEYlv6PO449g,Black,South Africa,Yes,Full-Time,Low,0.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,High,>10,North America,Female,45-65,HDV,1.0,F_mq9nEYlv6PO449g,Asian,United States,No,Unknown,Medium,0.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,Medium,>10,Europe,Female,45-65,HDV,1.0,F_mq9nEYlv6PO449g,White,United Kingdom,No,Part-Time,Low,0.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,Yes,Car,Medium,High,<5,Africa,Female,<25,HDV,0.0,F_mq9nEYlv6PO449g,Black,South Africa,Yes,Part-Time,Medium,0.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Low,Medium,5-10,Africa,Female,25-45,HDV,0.0,F_mq9nEYlv6PO449g,Black,South Africa,No,Full-Time,High,0.5,Dark,Clear,Urban,Signalized Intersection,No,Sideswipe,Unavoidable,Go Straight,No,No,Lane Changing,No,Sedan,No,No,Minor
Pass,AV,No,Public Transport,Low,Medium,<5,Africa,Male,<25,AV,0.0,F_nEvAMzV58jbAzCW,Black,South Africa,Yes,Part-Time,Medium,1.0,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,Yes,Car,High,High,>10,Africa,Male,45-65,HDV,1.0,F_nEvAMzV58jbAzCW,Black,South Africa,Yes,Full-Time,Low,1.0,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,No,Bicycle/on foot,Low,Medium,>10,Europe,Female,>65,HDV,0.0,F_nEvAMzV58jbAzCW,White,United Kingdom,No,Unemployed,Medium,1.0,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,No,Car,Low,Medium,>10,Europe,Male,45-65,HDV,0.0,F_nEvAMzV58jbAzCW,White,United Kingdom,No,Unemployed,Medium,1.0,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,No,Car,High,High,<5,Africa,Male,<25,AV,1.0,F_nEvAMzV58jbAzCW,Black,South Africa,Yes,Full-Time,Medium,1.0,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,Yes,Car,High,High,>10,Africa,Male,45-65,HDV,1.0,F_MIS0h5CiQHgUgkC,Black,South Africa,Yes,Full-Time,Low,1.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,No,Car,Low,High,>10,Africa,Male,25-45,HDV,0.0,F_MIS0h5CiQHgUgkC,White,South Africa,No,Unknown,Low,1.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,No,Public Transport,Medium,Medium,>10,Europe,Female,45-65,HDV,0.0,F_MIS0h5CiQHgUgkC,White,United Kingdom,Yes,Part-Time,Medium,1.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,No,Car,Medium,High,>10,Europe,Female,25-45,AV,0.0,F_MIS0h5CiQHgUgkC,Black,United Kingdom,No,Full-Time,Low,1.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,No,Public Transport,Low,Low,<5,Africa,Male,<25,HDV,0.0,F_MIS0h5CiQHgUgkC,Black,South Africa,Yes,Full-Time,Medium,1.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,Yes,Car,Medium,Medium,5-10,Africa,Male,25-45,AV,0.0,F_MIS0h5CiQHgUgkC,Black,South Africa,No,Part-Time,Low,1.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,Yes,Car,Medium,High,5-10,Africa,Male,<25,HDV,1.0,F_MIS0h5CiQHgUgkC,Black,South Africa,No,Full-Time,Medium,1.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,No,Public Transport,Medium,Medium,5-10,Africa,Female,25-45,HDV,1.0,F_MIS0h5CiQHgUgkC,Black,South Africa,Yes,Full-Time,Medium,1.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,No,Car,Medium,Medium,5-10,Africa,Female,25-45,HDV,0.0,F_e01ewJigvE4NVer,Black,South Africa,Yes,Full-Time,Low,2.0,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,Yes,Car,Medium,High,<5,Africa,Female,<25,HDV,0.0,F_e01ewJigvE4NVer,Black,South Africa,Unknown,Unknown,Medium,2.0,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,No,Car,Medium,High,>10,Europe,Female,25-45,AV,0.0,F_e01ewJigvE4NVer,Black,United Kingdom,No,Full-Time,Low,2.0,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,Yes,Car,High,High,5-10,Africa,Male,25-45,AV,0.0,F_e01ewJigvE4NVer,Black,South Africa,Yes,Full-Time,Medium,2.0,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,No,Car,Medium,High,5-10,Europe,Male,25-45,HDV,0.0,F_e01ewJigvE4NVer,White,Poland,No,Full-Time,Low,2.0,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,Yes,Car,Medium,High,<5,Africa,Male,<25,HDV,0.0,F_e01ewJigvE4NVer,Black,South Africa,Yes,Full-Time,Medium,2.0,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,No,Car,Low,Medium,5-10,South America,Male,25-45,HDV,0.0,F_e01ewJigvE4NVer,Black,South Africa,Yes,Part-Time,Low,2.0,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,No,Public Transport,Medium,Medium,<5,Africa,Female,<25,HDV,0.0,F_e01ewJigvE4NVer,Black,South Africa,Yes,Unknown,High,2.0,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,No,Car,High,Low,>10,Africa,Male,25-45,HDV,0.0,F_e01ewJigvE4NVer,Black,South Africa,No,Full-Time,High,2.0,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,No,Car,Low,High,>10,Africa,Male,45-65,HDV,0.0,F_e01ewJigvE4NVer,Mixed,South Africa,No,Full-Time,High,2.0,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,No,Car,High,High,<5,North America,Male,25-45,HDV,0.0,F_gwDhLhLyEqC4APo,Unknown,Unknown,Unknown,Unknown,Medium,2.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,No,Car,Low,Medium,>10,North America,Male,45-65,AV,0.0,F_gwDhLhLyEqC4APo,White,United States,No,Unemployed,Medium,2.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,No,Car,Low,High,>10,Europe,Male,45-65,AV,0.0,F_gwDhLhLyEqC4APo,White,United Kingdom,No,Full-Time,Medium,2.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,No,Public Transport,Low,High,<5,Africa,Female,<25,AV,0.0,F_gwDhLhLyEqC4APo,Black,South Africa,Yes,Full-Time,Medium,2.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,Yes,Car,High,Medium,>10,Africa,Female,45-65,AV,1.0,F_gwDhLhLyEqC4APo,Black,South Africa,No,Full-Time,Medium,2.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,No,Car,Low,High,>10,Africa,Female,25-45,AV,0.0,F_gwDhLhLyEqC4APo,Black,South Africa,No,Full-Time,Medium,2.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,No,Car,Low,High,5-10,Africa,Female,45-65,AV,1.0,F_gwDhLhLyEqC4APo,Black,South Africa,No,Full-Time,High,2.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,No,Car,Low,Medium,<5,Europe,Female,25-45,AV,0.0,F_gwDhLhLyEqC4APo,Unknown,United Kingdom,No,Part-Time,Medium,2.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,Yes,Car,Low,High,<5,Africa,Male,25-45,HDV,1.0,F_gwDhLhLyEqC4APo,Black,South Africa,Yes,Full-Time,Medium,2.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,Yes,Public Transport,High,High,>10,Africa,Male,25-45,AV,1.0,F_gwDhLhLyEqC4APo,Black,South Africa,Yes,Full-Time,Medium,2.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,No,Car,High,High,<5,Africa,Female,25-45,HDV,0.0,F_gwDhLhLyEqC4APo,Black,South Africa,No,Full-Time,High,2.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,AV,No,Public Transport,Low,Medium,>10,Europe,Male,25-45,AV,1.0,F_Vl7oZAIrlbegBcL,White,United Kingdom,Yes,Part-Time,Low,0.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
Pass,HDV,No,Car,Medium,Medium,5-10,Europe,Male,25-45,HDV,0.0,F_Vl7oZAIrlbegBcL,White,Poland,Yes,Full-Time,Medium,0.5,Normal,Cloudy,Urban,Residential Area,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Moderate
